HUC8	AreaSqKm	States	Name
01060002	4405.18000000000	"ME,NH"	Saco
01060003	4364.46000000000	"ME,NH"	Piscataqua-Salmon_Falls
01080103	2403.13000000000	"NH,VT"	Waits
01080104	1339.43000000000	"VT,NH"	Upper_Connecticut-Mascoma
01080106	3423.31000000000	"NH,VT"	Black-Ottauquechee
01080107	2199.09000000000	"NH,VT"	West
01080101	3701.16000000000	"NH,VT"	Upper_Connecticut
02030103	2936.67000000000	NJ	Hackensack-Passaic
02030104	1438.31000000000	NJ	Sandy_Hook-Staten_Island
02030105	2862.94000000000	NJ	Raritan
02040206	3093.65000000000	NJ	Cohansey-Maurice
02040301	4460.56000000000	NJ	Mullica-Toms
02040302	2234.64000000000	NJ	Great_Egg_Harbor
02020007	3077.56000000000	"NJ,NY"	Rondout
02040105	3520.68000000000	"NJ,PA"	Middle_Delaware-Musconetcong
02040201	1408.25000000000	"NJ,PA"	Crosswicks-Neshaminy
02040202	2981.40000000000	NJ	Lower_Delaware
11080001	4467.67000000000	"NM,CO"	Canadian_Headwaters
11080002	2718.14000000000	NM	Cimarron
11080003	5320.20000000000	NM	Upper_Canadian
11080004	3773.93000000000	NM	Mora
11080005	2634.45000000000	NM	Conchas
11080006	5797.74000000000	NM	Upper_Canadian-Ute_Reservoir
11080007	5506.42000000000	NM	Ute
11080008	2087.34000000000	NM	Revuelto
13020101	8427.58000000000	"NM,CO"	Upper_Rio_Grande
13020102	8178.96000000000	"CO,NM"	Rio_Chama
13020201	4847.43000000000	NM	Rio_Grande-Santa_Fe
13020202	2690.85000000000	NM	Jemez
13020203	8327.98000000000	NM	Rio_Grande-Albuquerque
13020204	5468.89000000000	NM	Rio_Puerco
13020205	3562.09000000000	NM	Arroyo_Chico
13020206	3126.72000000000	NM	North_Plains
13020207	6727.17000000000	NM	Rio_San_Jose
13020208	5155.49000000000	NM	Plains_of_San_Agustin
13020209	3615.26000000000	NM	Rio_Salado
13020210	4431.12000000000	NM	Jornada_Del_Muerto
13020211	5667.50000000000	NM	Elephant_Butte_Reservoir
13030101	3212.17000000000	NM	Caballo
13030103	3236.27000000000	NM	Jornada_Draw
13030201	18286.53000000000	"NM,MX"	Playas_Lake
13030202	17304.53000000000	"NM,MX"	Mimbres
13050001	6279.78000000000	NM	Western_Estancia
13050002	1333.08000000000	NM	Eastern_Estancia
13060001	9016.12000000000	NM	Pecos_Headwaters
13060002	2667.80000000000	NM	Pintada_Arroyo
13060003	10897.33000000000	NM	Upper_Pecos
13060004	2086.66000000000	NM	Taiban
13060005	4847.63000000000	NM	Arroyo_Del_Macho
13060006	2258.10000000000	NM	Gallo_Arroyo
13060007	8291.17000000000	NM	Upper_Pecos-Long_Arroyo
13060008	4307.40000000000	NM	Rio_Hondo
13060009	2446.04000000000	NM	Rio_Felix
13060010	2777.70000000000	NM	Rio_Penasco
13060011	11350.36000000000	NM	Upper_Pecos-Black
14080103	4438.77000000000	NM	Blanco_Canyon
14080106	11845.47000000000	"NM,AZ"	Chaco
15040001	5133.28000000000	NM	Upper_Gila
15080303	473.40000000000	"NM,MX"	Cloverdale
15020003	5851.89000000000	"AZ,NM"	Carrizo_Wash
15020004	6909.05000000000	"AZ,NM"	Zuni
15040002	5305.33000000000	"NM,AZ"	Upper_Gila-Mangas
15040003	5863.72000000000	NM	Animas_Valley
14080105	5038.96000000000	"NM,CO,AZ"	Middle_San_Juan
11040001	4344.80000000000	"CO,NM"	Cimarron_Headwaters
13010005	1985.92000000000	CO	Conejos
14080101	8886.80000000000	"NM,CO"	Upper_San_Juan
14080104	3549.56000000000	CO	Animas
11090101	4793.33000000000	"NM,TX"	Middle_Canadian-Trujillo
11090104	2366.70000000000	NM	Carrizo
11120102	2588.45000000000	"NM,TX"	Palo_Duro
13030102	14293.95000000000	"MX,NM"	El_Paso-Las_Cruces
15010011	7446.11000000000	NV	White
15010013	6573.02000000000	NV	Meadow_Valley_Wash
15010015	4864.33000000000	NV	Las_Vegas_Wash
16020307	3972.73000000000	NV	"Pilot-Thousand_Springs,_Nevada,_Utah"
16040101	7130.07000000000	NV	Upper_Humboldt
16040102	2585.12000000000	NV	North_Fork_Humboldt
16040103	3381.04000000000	NV	South_Fork_Humboldt
16040105	8279.41000000000	NV	Middle_Humboldt
16040106	2347.49000000000	NV	Rock
16040107	6155.39000000000	NV	Reese
16040108	6714.45000000000	NV	Lower_Humboldt
16040109	4609.28000000000	NV	Little_Humboldt
16040202	8479.72000000000	NV	Lower_Quinn
16050103	3588.88000000000	NV	Pyramid-Winnemucca_Lakes
16050104	4303.99000000000	NV	Granite_Springs_Valley
16050202	2149.39000000000	NV	Middle_Carson
16050203	5631.14000000000	NV	Carson_Desert
16050303	2315.48000000000	NV	Walker
16050304	2092.81000000000	NV	Walker_Lake
16060001	10463.29000000000	NV	Dixie_Valley
16060002	5387.42000000000	NV	Gabbs_Valley
16060003	5305.53000000000	NV	Southern_Big_Smoky_Valley
16060004	4938.73000000000	NV	Northern_Big_Smoky_Valley
16060005	8083.63000000000	NV	Diamond-Monitor_Valleys
16060006	3740.03000000000	NV	Little_Smoky-Newark_Valleys
16060007	10655.66000000000	NV	Long-Ruby_Valleys
16060008	13772.82000000000	NV	Spring-Steptoe_Valleys
16060009	5619.57000000000	NV	Dry_Lake_Valley
16060011	8388.45000000000	NV	Ralston-Stone_Cabin_Valleys
16060012	12216.75000000000	NV	Hot_Creek-Railroad_Valleys
16060013	7135.29000000000	NV	Cactus-Sarcobatus_Flats
16060014	13284.31000000000	NV	Sand_Spring-Tikaboo_Valleys
15010010	5341.37000000000	"NV,AZ"	Lower_Virgin
16040203	6378.73000000000	"CA,NV"	Smoke_Creek_Desert
16040204	3359.15000000000	"NV,CA"	Massacre_Lake
16060010	7143.22000000000	"CA,NV"	Fish_Lake-Soda_Spring_Valleys
16040201	9122.31000000000	"NV,OR"	Upper_Quinn
16040205	2998.02000000000	NV	Thousand-Virgin
16020301	8076.51000000000	"NV,UT"	Hamlin-Snake_Valleys
02020001	4309.33000000000	NY	Upper_Hudson
02020002	2730.65000000000	NY	Sacandaga
02020004	6603.10000000000	NY	Mohawk
02020005	2401.47000000000	NY	Schoharie
02020006	6287.82000000000	"NY,MA"	Middle_Hudson
02020008	2448.04000000000	NY	Hudson-Wappinger
02030102	487.61000000000	"NY,CT"	Bronx
02030201	725.37000000000	NY	Northern_Long_Island
02030202	5300.14000000000	NY	Southern_Long_Island
02040102	2174.92000000000	NY	East_Branch_Delaware
02050102	4159.87000000000	NY	Chenango
04120102	1449.46000000000	NY	Cattaraugus
04120103	1850.02000000000	NY	Buffalo-Eighteenmile
04130001	2775.35000000000	"NY,CN"	Oak_Orchard-Twelvemile
04130003	2763.57000000000	NY	Lower_Genesee
04140101	1748.18000000000	"CN,NY"	Irondequoit-Ninemile
04140102	2540.17000000000	NY	Salmon-Sandy
04140201	8958.54000000000	NY	Seneca
04140202	3827.80000000000	NY	Oneida
04140203	376.60000000000	NY	Oswego
04150101	4938.54000000000	NY	Black
04150102	778.71000000000	NY	Chaumont-Perch
04150302	2719.80000000000	NY	Oswegatchie
04150303	1456.89000000000	NY	Indian
04150304	1639.38000000000	NY	Grass
04150305	3262.45000000000	NY	Raquette
04150306	2212.68000000000	NY	St._Regis
04150307	1068.26000000000	"NY,CN"	Salmon
04150309	3811.12000000000	"NY,CN"	Headwaters_St._Lawrence_River
04150310	3368.30000000000	"CN,NY"	Raisin_River-St._Lawrence_River
04150404	1333.55000000000	NY	Ausable_River
04150406	1588.25000000000	NY	Saranac_River
04150308	2992.07000000000	"CN,NY"	Chateaugay-English
02030101	1941.06000000000	"CT,NY,NJ"	Lower_Hudson
04150401	1780.68000000000	"NY,VT"	Mettawee_River
04150408	7257.15000000000	"CN,NY,VT"	Lake_Champlain
04100007	4316.03000000000	"OH,IN"	Auglaize
04100008	1999.36000000000	OH	Blanchard
04100009	2791.56000000000	OH	Lower_Maumee
04100010	2478.69000000000	OH	Cedar-Portage
04100011	4714.57000000000	OH	Sandusky
04100012	1976.66000000000	OH	Huron-Vermilion
04110001	2317.09000000000	OH	Black-Rocky
04110002	2101.54000000000	OH	Cuyahoga
04110003	1625.71000000000	OH	Ashtabula-Chagrin
04110004	1827.42000000000	OH	Grand
05030103	2951.96000000000	OH	Mahoning
05030204	3098.19000000000	OH	Hocking
05040001	6720.01000000000	OH	Tuscarawas
05040002	2602.95000000000	OH	Mohican
05040003	3239.82000000000	OH	Walhonding
05040004	4056.01000000000	OH	Muskingum
05040005	2210.10000000000	OH	Wills
05040006	2020.10000000000	OH	Licking
05060002	5633.29000000000	OH	Lower_Scioto
05060003	2956.17000000000	OH	Paint
05090202	4552.80000000000	OH	Little_Miami
05080001	6506.56000000000	"IN,OH"	"Upper_Great_Miami,_Indiana,_Ohio"
05080002	3576.52000000000	"IN,OH"	"Lower_Great_Miami,_Indiana,_Ohio"
05120101	4229.96000000000	"IN,OH"	Upper_Wabash
04100001	1812.29000000000	MI	Ottawa-Stony
04100006	2013.96000000000	"MI,OH"	Tiffin
04120101	2210.24000000000	"NY,OH,PA"	Chautauqua-Conneaut
11050001	6272.19000000000	"OK,KS"	Lower_Cimarron-Eagle_Chief
11050003	3590.30000000000	OK	Lower_Cimarron
11060006	5531.45000000000	OK	Black_Bear-Red_Rock
11070105	1849.56000000000	OK	Lower_Verdigris
11070107	2945.88000000000	OK	Bird
11070209	5764.63000000000	"AR,OK"	Lower_Neosho
11090201	5289.90000000000	OK	Lower_Canadian-Deer
11090202	4747.14000000000	OK	Lower_Canadian-Walnut
11090203	2530.78000000000	OK	Little
11090204	5130.97000000000	OK	Lower_Canadian
11100102	3511.17000000000	"OK,KS"	Middle_Beaver
11100301	4813.23000000000	OK	Middle_North_Canadian
11100302	4842.76000000000	OK	Lower_North_Canadian
11100303	6569.55000000000	OK	Deep_Fork
11110101	3424.76000000000	OK	Polecat-Snake
11110102	2063.40000000000	OK	Dirty-Greenleaf
11120303	3585.28000000000	OK	Lower_North_Fork_Red
11130202	2071.09000000000	OK	Cache
11130203	2848.73000000000	OK	West_Cache
11130208	2237.68000000000	OK	Northern_Beaver
11130302	8310.62000000000	OK	Upper_Washita
11130303	6495.73000000000	OK	Middle_Washita
11130304	1893.64000000000	OK	Lower_Washita
11140102	1769.38000000000	OK	Blue
11140103	3716.87000000000	OK	Muddy_Boggy
11140104	2597.32000000000	OK	Clear_Boggy
11140107	3638.09000000000	OK	Upper_Little
11110103	4283.37000000000	"AR,OK"	Illinois
11110104	4564.79000000000	"AR,OK"	Robert_S._Kerr_Reservoir
11110105	4934.32000000000	"AR,OK"	Poteau
11140105	4719.34000000000	"AR,OK"	Kiamichi
11040002	4274.61000000000	"CO,KS,OK"	Upper_Cimarron
11040008	4814.24000000000	"KS,OK"	Upper_Cimarron-Bluff
11060001	2468.13000000000	"KS,OK"	Kaw_Lake
11060002	2793.87000000000	"KS,OK"	Upper_Salt_Fork_Arkansas
11060004	6047.60000000000	"KS,OK"	Lower_Salt_Fork_Arkansas
11060005	5236.41000000000	"KS,OK"	Chikaskia
11070103	3930.24000000000	"KS,OK"	Middle_Verdigris
11070106	5425.13000000000	"KS,OK"	Caney
11120202	3230.77000000000	"OK,TX"	Lower_Salt_Fork_Red
11120302	4284.95000000000	OK	Middle_North_Fork_Red
11120304	2404.60000000000	OK	Elm_Fork_Red
11130102	1994.58000000000	"OK,TX"	Blue-China
11130201	6010.94000000000	OK	Farmers-Mud
11130301	3814.12000000000	"OK,TX"	Washita_Headwaters
11100101	7075.64000000000	"NM,OK"	Upper_Beaver
18010201	3725.89000000000	OR	Williamson
18010202	4170.89000000000	OR	Sprague
18010203	1875.14000000000	OR	Upper_Klamath_Lake
02040103	1548.64000000000	PA	Lackawaxen
02040106	3526.65000000000	PA	Lehigh
02040203	4952.18000000000	PA	Schuylkill
02050106	5191.27000000000	PA	Upper_Susquehanna-Tunkhannock
02050107	4572.65000000000	PA	Upper_Susquehanna-Lackawanna
02050201	4135.92000000000	PA	Upper_West_Branch_Susquehanna
02050202	2677.90000000000	PA	Sinnemahoning
02050203	2031.17000000000	PA	Middle_West_Branch_Susquehanna
02050204	2002.65000000000	PA	Bald_Eagle
02050205	2539.94000000000	PA	Pine
02050206	4686.86000000000	PA	Lower_West_Branch_Susquehanna
02050301	3750.58000000000	PA	Lower_Susquehanna-Penns
02050302	2566.31000000000	PA	Upper_Juniata
02050303	2492.04000000000	PA	Raystown
02050304	3756.63000000000	PA	Lower_Juniata
02050305	4860.42000000000	PA	Lower_Susquehanna-Swatara
05010003	4361.82000000000	PA	Middle_Allegheny-Tionesta
05010004	3203.79000000000	"PA,NY"	French
05010005	3233.89000000000	PA	Clarion
05010006	4361.01000000000	PA	Middle_Allegheny-Redbank
05010007	3555.05000000000	PA	Conemaugh
05010008	1334.48000000000	PA	Kiskiminetas
05010009	1281.09000000000	PA	Lower_Allegheny
05030104	291.34000000000	PA	Beaver
05030105	2171.18000000000	PA	Connoquenessing
02050306	6437.40000000000	"MD,PA"	Lower_Susquehanna
02040104	3961.75000000000	"NJ,NY,PA"	Middle_Delaware-Mongaup-Brodhead
02040101	3081.85000000000	NY	Upper_Delaware
02050101	5923.08000000000	NY	Upper_Susquehanna
02050103	2704.24000000000	NY	Owego-Wappasening
02050104	3585.59000000000	"NY,PA"	Tioga
02050105	3138.21000000000	NY	Chemung
04130002	3694.49000000000	NY	Upper_Genesee
05010001	6716.35000000000	"NY,PA"	Upper_Allegheny
05010002	2333.59000000000	NY	Conewango
05030102	2762.98000000000	"PA,OH"	Shenango
05020005	3816.48000000000	PA	Lower_Monongahela
05030101	5145.09000000000	"OH,PA"	Upper_Ohio
05030106	3913.99000000000	"PA,WV,OH"	Upper_Ohio-Wheeling
21010002	2538.87000000000	PR	Cibuco-Guajataca
21010003	1307.06000000000	PR	Culebrinas-Guanajibo
21010004	2134.41000000000	PR	Southern_Puerto_Rico
21010005	2699.24000000000	PR	Eastern_Puerto_Rico
21020001	132.11000000000	"PR,VI"	St._John-St._Thomas
21020002	217.49000000000	PR	St._Croix
01090005	947.23000000000	"CT,RI"	Pawcatuck-Wood
01090004	3571.41000000000	"MA,RI"	Narragansett
03040202	3659.96000000000	"SC,NC"	Lynches
03040205	5337.34000000000	SC	Black
03040207	1475.41000000000	SC	Carolina_Coastal-Sampit
03050104	3255.13000000000	SC	Wateree
03050107	2093.76000000000	SC	Tyger
03050108	1895.24000000000	SC	Enoree
03050110	1786.08000000000	SC	Congaree
03050111	1421.07000000000	SC	Lake_Marion
03050112	1972.22000000000	SC	Santee
03050201	3274.44000000000	SC	Cooper
03140107	758.15000000000	AL	Perdido_Bay
03140201	3997.23000000000	AL	Upper_Choctawhatchee
03140301	2129.18000000000	AL	Upper_Conecuh
03140302	1554.43000000000	AL	Patsaliga
03140303	2717.75000000000	AL	Sepulga
03140304	2626.39000000000	AL	Lower_Conecuh
03150106	6691.53000000000	AL	Middle_Coosa
03150107	5082.42000000000	AL	Lower_Coosa
03150109	4117.49000000000	AL	Middle_Tallapoosa
03150110	4411.28000000000	AL	Lower_Tallapoosa
03150201	6193.04000000000	AL	Upper_Alabama
03150202	4723.76000000000	AL	Cahaba
03150203	5774.63000000000	AL	Middle_Alabama
03150204	3757.49000000000	AL	Lower_Alabama
03160105	2069.59000000000	AL	Luxapallila
03160107	2039.86000000000	AL	Sipsey
03160109	3554.00000000000	AL	Mulberry
03160110	2581.37000000000	AL	Sipsey_Fork
03160111	3134.75000000000	AL	Locust
03160112	3226.40000000000	AL	Upper_Black_Warrior
03160113	3763.37000000000	AL	Lower_Black_Warrior
03160201	5389.08000000000	AL	Middle_Tombigbee-Chickasaw
03160203	4185.57000000000	AL	Lower_Tombigbee
03160204	2363.16000000000	AL	Mobile-Tensaw
03160205	2204.75000000000	AL	Mobile_Bay
06030002	7493.00000000000	AL	Wheeler_Lake
06030006	2444.22000000000	AL	Bear
03140106	2383.67000000000	AL	Perdido
03130002	7892.11000000000	"AL,GA"	Middle_Chattahoochee-Lake_Harding
03130003	7357.85000000000	"AL,GA"	Middle_Chattahoochee-Walter_F
03150108	3617.54000000000	"AL,GA"	Upper_Tallapoosa
03160106	4224.08000000000	"AL,MS"	Middle_Tombigbee-Lubbub
03160108	3673.97000000000	"AL,MS"	Noxubee
03170002	3745.32000000000	"AL,MS"	Upper_Chickasawhay
06030005	5911.28000000000	"TN,MS,AL"	Pickwick_Lake
06030001	5205.76000000000	"AL,TN"	Guntersville_Lake
06030004	2496.87000000000	"AL,TN"	Lower_Elk
08020205	2474.42000000000	AR	L'Anguille
03050202	1008.83000000000	SC	South_Carolina_Coastal
03050203	1968.52000000000	SC	North_Fork_Edisto
03050204	2246.58000000000	SC	South_Fork_Edisto
03050205	1693.77000000000	SC	Four_Hole_Swamp
03050206	2435.15000000000	SC	Edisto_River
03050207	4894.77000000000	SC	Salkehatchie
03050208	2588.83000000000	SC	Broad-St._Helena
03050209	1212.09000000000	SC	Bulls_Bay
03050210	479.42000000000	SC	St._Helena_Island
03060107	1916.85000000000	SC	Stevens
03060102	2563.58000000000	"GA,SC"	Tugaloo
03060103	4762.22000000000	"GA,SC"	Upper_Savannah
03060106	4747.61000000000	"GA,SC"	Middle_Savannah
03060110	1163.17000000000	"SC,GA"	Calibogue_Sound-Wright_River
03040201	6557.52000000000	"NC,SC"	Lower_Pee_Dee
03040203	4539.66000000000	NC	Lumber
03040204	3542.34000000000	"NC,SC"	Little_Pee_Dee
03040206	4277.05000000000	"SC,NC"	Waccamaw
03040208	1764.92000000000	"NC,SC"	Coastal_Carolina
03050103	3456.01000000000	"NC,SC"	Lower_Catawba
03050105	6419.28000000000	"SC,NC"	Upper_Broad
03050109	6538.59000000000	"NC,SC"	Saluda
03060101	2662.56000000000	"NC,SC"	Seneca
10120106	3632.49000000000	"SD,NE"	Angostura_Reservoir
10120109	5499.86000000000	SD	Middle_Cheyenne-Spring
10120110	1852.30000000000	SD	Rapid
10120111	4088.64000000000	SD	Middle_Cheyenne-Elk
10120112	4197.76000000000	SD	Lower_Cheyenne
10120113	4797.05000000000	SD	Cherry
10120202	8408.16000000000	"SD,MT"	Lower_Belle_Fourche
10130105	9927.49000000000	SD	Lower_Lake_Oahe
10130302	4518.58000000000	SD	South_Fork_Grand
10130303	6207.49000000000	"SD,ND"	Grand
10130304	2624.56000000000	SD	South_Fork_Moreau
10130305	4061.28000000000	SD	Upper_Moreau
10130306	6884.45000000000	SD	Lower_Moreau
10140102	8225.90000000000	SD	Bad
10140103	2170.31000000000	SD	Medicine_Knoll
10140104	1794.64000000000	SD	Medicine
10140105	3019.34000000000	SD	Crow
10140202	6301.75000000000	SD	Middle_White
10140204	5455.13000000000	SD	Lower_White
10160005	2170.91000000000	SD	Mud
10160006	9603.80000000000	SD	Middle_James
10160007	2480.41000000000	SD	North_Fork_Snake
10160008	4409.24000000000	SD	Snake
10160009	3887.12000000000	SD	Turtle
10160011	9428.56000000000	SD	Lower_James
10170102	5487.53000000000	SD	Vermillion
10170103	1237.93000000000	SD	Lake_Thompson
10170201	4229.56000000000	SD	Upper_Big_Sioux
10170202	5474.07000000000	"SD,MN"	Middle_Big_Sioux
07020003	2842.36000000000	MN	Lac_Qui_Parle
09020101	2876.75000000000	"MN,SD,ND"	Bois_De_Sioux
10130102	9418.01000000000	"ND,SD"	Upper_Lake_Oahe
10130106	4213.66000000000	"ND,SD"	West_Missouri_Coteau
10130301	3226.96000000000	ND	North_Fork_Grand
10160003	11583.23000000000	"SD,ND"	Upper_James
10160004	4010.39000000000	"ND,SD"	Elm
10140203	4209.71000000000	"SD,NE"	Little_White
10120107	4311.59000000000	"SD,WY"	Beaver
10120203	2721.40000000000	SD	Redwater
05130106	2063.92000000000	TN	Upper_Cumberland-Cordell_Hull_Reservoir
05130107	2039.06000000000	TN	Collins
05130108	4653.78000000000	TN	Caney
05130201	2552.90000000000	TN	Lower_Cumberland-Old_Hickory_Lake
05130202	1676.88000000000	TN	Lower_Cumberland-Sycamore
05130203	2423.43000000000	TN	Stones
05130204	2245.62000000000	TN	Harpeth
06010104	2589.91000000000	TN	Holston
06010107	2062.99000000000	TN	Lower_French_Broad
06010201	3505.83000000000	TN	Watts_Bar_Lake
06010207	1640.94000000000	TN	Lower_Clinch
06010208	2250.34000000000	TN	Emory
06020004	1558.05000000000	TN	Sequatchie
06040001	5403.33000000000	"TN,MS"	Lower_Tennessee-Beech
06040002	3058.90000000000	TN	Upper_Duck
06040003	4005.68000000000	TN	Lower_Duck
06040004	1975.18000000000	TN	Buffalo
08010203	2998.52000000000	TN	South_Fork_Obion
08010204	2471.36000000000	TN	North_Fork_Forked_Deer
08010205	2748.12000000000	TN	South_Fork_Forked_Deer
08010206	184.40000000000	TN	Forked_Deer
08010209	1921.40000000000	TN	Loosahatchie
06030003	3324.31000000000	"TN,AL"	Upper_Elk
05130104	3580.99000000000	"TN,KY"	South_Fork_Cumberland
05130105	2452.59000000000	"TN,KY"	Obey
05130205	6044.43000000000	"KY,TN"	Lower_Cumberland
05130206	3765.04000000000	"TN,KY"	Red
06040005	4700.76000000000	"TN,KY"	Kentucky_Lake
08010202	3406.86000000000	"KY,TN"	Obion
08010208	3791.14000000000	"TN,MS"	Lower_Hatchie
08010211	723.15000000000	"MS,TN"	Horn_Lake-Nonconnah
06010205	4913.49000000000	"TN,VA"	"Upper_Clinch,_Tennessee,_Virginia"
06010206	2351.85000000000	"VA,TN"	Powell
11090105	5237.93000000000	TX	Lake_Meredith
11090106	7130.41000000000	"TX,OK"	Middle_Canadian-Spring
11100103	5081.71000000000	"TX,OK,NM"	Coldwater
11100104	5016.94000000000	"TX,OK"	Palo_Duro
11100202	2156.43000000000	TX	Upper_Wolf
08020301	2942.08000000000	AR	Lower_White-Bayou_Des_Arc
08020302	5199.05000000000	AR	Cache
08020303	3524.40000000000	AR	Lower_White
08020304	2453.30000000000	AR	Big
08020401	1713.71000000000	AR	Lower_Arkansas
08020402	2595.68000000000	AR	Bayou_Meto
